#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
Streptomyces broussonetiae,Bacteria;Terrabacteria group;Actinobacteria,T44,SAMN13560631,PRJNA595585,GCA_009796285.1,Complete,"9,73578","70,9",chromosome:NZ_CP047020.1/CP047020.1,,1,8381,2019-12-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/796/285/GCA_009796285.1_ASM979628v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/796/285/GCF_009796285.1_ASM979628v1
Streptomyces buecherae,Bacteria;Terrabacteria group;Actinobacteria,AC541,SAMN15800794,PRJNA656727,GCA_014295035.1,Complete,"8,41683","73,1",chromosome:NZ_CP060404.1/CP060404.1,,1,6391,2020-08-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/295/035/GCA_014295035.1_ASM1429503v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/295/035/GCF_014295035.1_ASM1429503v1
Streptomyces cadmiisoli,Bacteria;Terrabacteria group;Actinobacteria,ZFG47,SAMN09388963,PRJNA475413,GCA_003261055.1,Complete,"10,2393","70,72",chromosome:NZ_CP030073.1/CP030073.1; plasmid unnamed1:NZ_CP030074.1/CP030074.1,,2,8499,2018-06-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/261/055/GCA_003261055.1_ASM326105v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/261/055/GCF_003261055.1_ASM326105v1
Streptomyces californicus,Bacteria;Terrabacteria group;Actinobacteria,FDAARGOS_1209,SAMN16357351,PRJNA231221,GCA_016906185.1,Complete,"8,0317","72,5206",chromosome:NZ_CP070242.1/CP070242.1; plasmid unnamed1:NZ_CP070241.1/CP070241.1; plasmid unnamed2:NZ_CP070243.1/CP070243.1,,3,6810,2021-02-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/906/185/GCA_016906185.1_ASM1690618v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/906/185/GCF_016906185.1_ASM1690618v1
Streptomyces calvus,Bacteria;Terrabacteria group;Actinobacteria,DSM 41452,SAMN07235666,PRJNA390440,GCA_006716135.1,Complete,"7,76658","72,5",chromosome:NZ_CP022310.1/CP022310.1,,1,6430,2019-07-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/716/135/GCA_006716135.1_ASM671613v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/716/135/GCF_006716135.1_ASM671613v1
Streptomyces cattleya NRRL 8057 = DSM 46488,Bacteria;Terrabacteria group;Actinobacteria,NRRL 8057,SAMEA3138404,PRJNA65103,GCA_000237305.1,Complete,"8,09255","72,9894",chromosome:NC_016111.1/FQ859185.1; plasmid pSCAT:NC_016113.1/FQ859184.1,,2,6931,2011-06-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/305/GCA_000237305.1_ASM23730v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/237/305/GCF_000237305.1_ASM23730v1
Streptomyces cavourensis,Bacteria;Terrabacteria group;Actinobacteria,1AS2a,SAMN08043808,PRJNA419149,GCA_002804165.1,Complete,"7,60048","72,1",chromosome:NZ_CP024957.1/CP024957.1,,1,6314,2017-12-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/804/165/GCA_002804165.1_ASM280416v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/804/165/GCF_002804165.1_ASM280416v1
Streptomyces chartreusis,Bacteria;Terrabacteria group;Actinobacteria,ATCC 14922,SAMN07709106,PRJNA412292,GCA_008704715.1,Complete,"9,9121",71,chromosome:NZ_CP023689.1/CP023689.1,,1,8472,2019-09-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/704/715/GCA_008704715.1_ASM870471v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/704/715/GCF_008704715.1_ASM870471v1
Streptomyces chromofuscus,Bacteria;Terrabacteria group;Actinobacteria,DSM 40273,SAMN16442616,PRJNA669217,GCA_015160875.1,Complete,"7,48328","71,6",chromosome:NZ_CP063374.1/CP063374.1,,1,6385,2020-11-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/160/875/GCA_015160875.1_ASM1516087v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/160/875/GCF_015160875.1_ASM1516087v1
Streptomyces cinereoruber,Bacteria;Terrabacteria group;Actinobacteria,ATCC 19740,SAMN07709100,PRJNA412292,GCA_009299385.1,Complete,"7,51665","72,9",chromosome:NZ_CP023693.1/CP023693.1,,1,6507,2019-09-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/299/385/GCA_009299385.1_ASM929938v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/299/385/GCF_009299385.1_ASM929938v1
Streptomyces clavuligerus,Bacteria;Terrabacteria group;Actinobacteria,F1D7,SAMN16862539,PRJNA679926,GCA_015767775.1,Complete,"7,58808","72,6241",chromosome:NZ_CP065253.1/CP065253.1; plasmid pF1D7A:NZ_CP065254.1/CP065254.1,,2,6011,2020-12-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/767/775/GCA_015767775.1_ASM1576777v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/767/775/GCF_015767775.1_ASM1576777v1
Streptomyces coeruleorubidus,Bacteria;Terrabacteria group;Actinobacteria,ATCC 13740,SAMN07709099,PRJNA412292,GCA_008705135.1,Complete,"9,3357","71,1",chromosome:NZ_CP023694.1/CP023694.1,,1,8139,2019-09-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/705/135/GCA_008705135.1_ASM870513v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/705/135/GCF_008705135.1_ASM870513v1
Streptomyces collinus Tu 365,Bacteria;Terrabacteria group;Actinobacteria,Tu 365,SAMN02603029,PRJNA171216,GCA_000444875.1,Complete,"8,37729","72,5501",chromosome:NC_021985.1/CP006259.1; plasmid pSCO1:NC_022001.1/CP006260.1; plasmid pSCO2:NC_021986.1/CP006261.1,,3,7040,2013-08-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/444/875/GCA_000444875.1_ASM44487v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/444/875/GCF_000444875.1_ASM44487v1
Streptomyces cyaneochromogenes,Bacteria;Terrabacteria group;Actinobacteria,MK-45,SAMN10587373,PRJNA509702,GCA_003963535.1,Complete,"10,6771","70,6",chromosome:NZ_CP034539.1/CP034539.1,,1,9057,2018-12-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/963/535/GCA_003963535.1_ASM396353v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/963/535/GCF_003963535.1_ASM396353v1
Streptomyces cyanogenus,Bacteria;Terrabacteria group;Actinobacteria,S136,SAMN18287616,PRJNA714080,GCA_017526105.1,Complete,"8,7739","71,8",chromosome:NZ_CP071839.1/CP071839.1,,1,7335,2021-03-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/526/105/GCA_017526105.1_ASM1752610v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/526/105/GCF_017526105.1_ASM1752610v1
Streptomyces decoyicus,Bacteria;Terrabacteria group;Actinobacteria,NRRL 2666,SAMN21016877,PRJNA758235,GCA_019880305.1,Complete,"8,63295","70,9",chromosome:NZ_CP082301.1/CP082301.1,,1,7231,2021-09-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/880/305/GCA_019880305.1_ASM1988030v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/880/305/GCF_019880305.1_ASM1988030v1
Streptomyces dengpaensis,Bacteria;Terrabacteria group;Actinobacteria,XZHG99,SAMN08469739,PRJNA433056,GCA_002946835.1,Complete,"8,71017","69,9144",chromosome:NZ_CP026652.1/CP026652.1; plasmid unnamed1:NZ_CP026653.1/CP026653.1; plasmid unnamed2:NZ_CP026654.1/CP026654.1,,3,7540,2018-02-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/946/835/GCA_002946835.1_ASM294683v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/946/835/GCF_002946835.1_ASM294683v1
Streptomyces fagopyri,Bacteria;Terrabacteria group;Actinobacteria,QMT-28,SAMN13133865,PRJNA579795,GCA_009498275.1,Complete,"8,88033","71,2",chromosome:NZ_CP045643.1/CP045643.1,,1,7386,2019-11-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/498/275/GCA_009498275.1_ASM949827v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/498/275/GCF_009498275.1_ASM949827v1
Streptomyces ferrugineus,Bacteria;Terrabacteria group;Actinobacteria,CCTCC AA2014009,SAMN16442761,PRJNA669217,GCA_015160855.1,Complete,"9,95909","70,9",chromosome:NZ_CP063373.1/CP063373.1,,1,8605,2020-11-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/160/855/GCA_015160855.1_ASM1516085v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/160/855/GCF_015160855.1_ASM1516085v1
Streptomyces ficellus,Bacteria;Terrabacteria group;Actinobacteria,NRRL 8067,SAMN10516753,PRJNA507930,GCA_009739905.1,Complete,"7,07824","72,6",chromosome:NZ_CP034279.1/CP034279.1,,1,6196,2019-12-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/739/905/GCA_009739905.1_ASM973990v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/739/905/GCF_009739905.1_ASM973990v1
Streptomyces fodineus,Bacteria;Terrabacteria group;Actinobacteria,TW1S1,SAMN05520841,PRJNA338069,GCA_001735805.1,Complete,"9,69895","71,1",chromosome:NZ_CP017248.1/CP017248.1,,1,8131,2016-09-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/735/805/GCA_001735805.1_ASM173580v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/735/805/GCF_001735805.1_ASM173580v1
Streptomyces formicae,Bacteria;Terrabacteria group;Actinobacteria,KY5,SAMN07444202,PRJNA396953,GCA_002556545.1,Complete,"9,61187","71,4",chromosome:NZ_CP022685.1/CP022685.1,,1,8036,2017-10-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/556/545/GCA_002556545.1_ASM255654v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/556/545/GCF_002556545.1_ASM255654v1
Streptomyces fradiae ATCC 10745 = DSM 40063,Bacteria;Terrabacteria group;Actinobacteria,ATCC 10745,SAMN07709097,PRJNA412292,GCA_008704425.1,Complete,"6,72558","74,7",chromosome:NZ_CP023696.1/CP023696.1,,1,5545,2019-09-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/704/425/GCA_008704425.1_ASM870442v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/704/425/GCF_008704425.1_ASM870442v1
Streptomyces fungicidicus,Bacteria;Terrabacteria group;Actinobacteria,TXX3120,SAMN07633318,PRJNA406883,GCA_003665435.1,Complete,"7,6675","72,1846",chromosome:NZ_CP023407.1/CP023407.1; plasmid p1:NZ_CP023408.1/CP023408.1,,2,6627,2018-10-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/665/435/GCA_003665435.1_ASM366543v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/665/435/GCF_003665435.1_ASM366543v1
Streptomyces galilaeus,Bacteria;Terrabacteria group;Actinobacteria,ATCC 14969,SAMN07709089,PRJNA412292,GCA_008704575.1,Complete,"7,75619","71,4",chromosome:NZ_CP023703.1/CP023703.1,,1,6784,2019-09-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/704/575/GCA_008704575.1_ASM870457v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/704/575/GCF_008704575.1_ASM870457v1
Streptomyces gardneri,Bacteria;Terrabacteria group;Actinobacteria,ATCC 15439,SAMN15719277,PRJNA652810,GCA_015710995.1,Complete,"9,0548","71,7",chromosome:NZ_CP059991.1/CP059991.1,,1,7845,2020-12-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/710/995/GCA_015710995.1_ASM1571099v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/710/995/GCF_015710995.1_ASM1571099v1
Streptomyces genisteinicus,Bacteria;Terrabacteria group;Actinobacteria,CRPJ-33,SAMN15929990,PRJNA659886,GCA_014489615.1,Complete,"8,18835","73,4446",chromosome:NZ_CP060825.1/CP060825.1; plasmid unnamed2:NZ_CP060826.1/CP060826.1; plasmid unnamed3:NZ_CP060827.1/CP060827.1,,3,6600,2020-09-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/489/615/GCA_014489615.1_ASM1448961v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/489/615/GCF_014489615.1_ASM1448961v1
Streptomyces gilvosporeus,Bacteria;Terrabacteria group;Actinobacteria,F607,SAMN06323804,PRJNA374466,GCA_002082195.1,Complete,"8,4823",71,chromosome:NZ_CP020569.1/CP020569.1,,1,7246,2017-04-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/082/195/GCA_002082195.1_ASM208219v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/195/GCF_002082195.1_ASM208219v1
Streptomyces globosus,Bacteria;Terrabacteria group;Actinobacteria,LZH-48,SAMN08286884,PRJNA428275,GCA_003325375.1,Complete,"7,53575","73,6277",chromosome:NZ_CP030862.1/CP030862.1; plasmid unnamed1:NZ_CP030863.1/CP030863.1; plasmid unnamed2:NZ_CP030864.1/CP030864.1,,3,6404,2018-07-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/325/375/GCA_003325375.1_ASM332537v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/325/375/GCF_003325375.1_ASM332537v1
Streptomyces griseochromogenes,Bacteria;Terrabacteria group;Actinobacteria,ATCC 14511,SAMN04375936,PRJNA307132,GCA_001542625.2,Complete,"10,7647","70,8",chromosome:NZ_CP016279.1/CP016279.1,,1,9188,2016-07-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/542/625/GCA_001542625.2_ASM154262v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/542/625/GCF_001542625.1_ASM154262v2
Streptomyces griseorubiginosus,Bacteria;Terrabacteria group;Actinobacteria,"3,00E-01",SAMN09725998,PRJNA483085,GCA_003595235.1,Complete,"9,51238","70,9",chromosome:NZ_CP032427.1/CP032427.1,,1,8239,2018-09-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/595/235/GCA_003595235.1_ASM359523v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/595/235/GCF_003595235.1_ASM359523v1
Streptomyces griseoviridis,Bacteria;Terrabacteria group;Actinobacteria,F1-27,SAMN10640341,PRJNA511581,GCA_003994395.1,Complete,"8,96341","72,4",chromosome:NZ_CP034687.1/CP034687.1,,1,7488,2019-01-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/994/395/GCA_003994395.1_ASM399439v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/994/395/GCF_003994395.1_ASM399439v1
Streptomyces griseus subsp. griseus NBRC 13350,Bacteria;Terrabacteria group;Actinobacteria,NBRC 13350,SAMD00060929,PRJDA20085,GCA_000010605.1,Complete,"8,54593","72,2",chromosome:NC_010572.1/AP009493.1,,1,6994,2008-04-08T23:27:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/605/GCA_000010605.1_ASM1060v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/605/GCF_000010605.1_ASM1060v1
Streptomyces harbinensis,Bacteria;Terrabacteria group;Actinobacteria,NA02264,SAMN15090292,PRJNA636927,GCA_013364095.1,Complete,"5,80267","72,9",chromosome:NZ_CP054938.1/CP054938.1,,1,5074,2020-06-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/364/095/GCA_013364095.1_ASM1336409v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/364/095/GCF_013364095.1_ASM1336409v1
Streptomyces hawaiiensis,Bacteria;Terrabacteria group;Actinobacteria,ATCC 12236,SAMN07244044,PRJNA390567,GCA_004803895.1,Complete,"8,87693",71,chromosome:NZ_CP021978.1/CP021978.1,,1,7670,2019-04-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/803/895/GCA_004803895.1_ASM480389v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/803/895/GCF_004803895.1_ASM480389v1
Streptomyces huasconensis,Bacteria;Terrabacteria group;Actinobacteria,D23,SAMN18221133,PRJNA708196,GCA_021028635.1,Complete,"8,23658","71,6",chromosome:NZ_CP086119.1/CP086119.1,,1,6976,2021-12-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/028/635/GCA_021028635.1_ASM2102863v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/028/635/GCF_021028635.1_ASM2102863v1
Streptomyces hundungensis,Bacteria;Terrabacteria group;Actinobacteria,BH38,SAMN09716593,PRJNA482731,GCA_003627815.1,Complete,"8,39304","70,9",chromosome:NZ_CP032698.1/CP032698.1,,1,7137,2018-10-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/627/815/GCA_003627815.1_ASM362781v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/627/815/GCF_003627815.1_ASM362781v1
Streptomyces kanamyceticus,Bacteria;Terrabacteria group;Actinobacteria,ATCC 12853,SAMN07709093,PRJNA412292,GCA_008704495.1,Complete,"10,1339",71,chromosome:NZ_CP023699.1/CP023699.1,,1,8467,2019-09-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/704/495/GCA_008704495.1_ASM870449v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/704/495/GCF_008704495.1_ASM870449v1
Streptomyces koyangensis,Bacteria;Terrabacteria group;Actinobacteria,SCSIO 5802,SAMN14342208,PRJNA611490,GCA_016803985.1,Complete,"7,00153","73,2461",chromosome:NZ_CP049945.1/CP049945.1; plasmid unnamed:NZ_CP049946.1/CP049946.1,,2,5824,2021-02-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/803/985/GCA_016803985.1_ASM1680398v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/803/985/GCF_016803985.1_ASM1680398v1
Streptomyces lavendulae subsp. lavendulae,Bacteria;Terrabacteria group;Actinobacteria,Del-LP,SAMN18831505,PRJNA723819,GCA_018255875.1,Complete,"8,03592","72,9",chromosome:NZ_CP073778.1/CP073778.1,,1,6909,2021-05-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/255/875/GCA_018255875.1_ASM1825587v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/255/875/GCF_018255875.1_ASM1825587v1
Streptomyces leeuwenhoekii,Bacteria;Terrabacteria group;Actinobacteria,C34 (= DSM 42122 = NRRL B-24963),SAMEA3258058,PRJEB8583,GCA_001013905.1,Complete,"8,12249","72,7113",chromosome 1:NZ_LN831790.1/LN831790.1; plasmid pSLE1:NZ_LN831788.1/LN831788.1; plasmid pSLE2:NZ_LN831789.1/LN831789.1,,3,6746,2015-05-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/013/905/GCA_001013905.1_sleC34,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/013/905/GCF_001013905.1_sleC34
Streptomyces liangshanensis,Bacteria;Terrabacteria group;Actinobacteria,QMT-12,SAMN14378433,PRJNA612604,GCA_011694815.1,Complete,"7,71678","72,1",chromosome:NZ_CP050177.1/CP050177.1,,1,6502,2020-03-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/694/815/GCA_011694815.1_ASM1169481v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/694/815/GCF_011694815.1_ASM1169481v1
Streptomyces lincolnensis,Bacteria;Terrabacteria group;Actinobacteria,LC-G,SAMN05466746,PRJNA335896,GCA_003344445.1,Complete,"9,51364","71,1",chromosome:NZ_CP022744.1/CP022744.1,,1,8239,2018-07-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/344/445/GCA_003344445.1_ASM334444v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/344/445/GCF_003344445.1_ASM334444v1
Streptomyces lydicus,Bacteria;Terrabacteria group;Actinobacteria,GS93,SAMN06251699,PRJNA363007,GCA_001984445.1,Complete,"8,24318",72,chromosome:NZ_CP019457.1/CP019457.1,,1,7040,2017-02-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/984/445/GCA_001984445.1_ASM198444v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/984/445/GCF_001984445.1_ASM198444v1
Streptomyces microflavus,Bacteria;Terrabacteria group;Actinobacteria,NA06532,SAMN15090288,PRJNA636927,GCA_013364315.1,Complete,"8,45258","71,2599",chromosome:NZ_CP054926.1/CP054926.1; plasmid unnamed1:NZ_CP054927.1/CP054927.1; plasmid unnamed2:NZ_CP054928.1/CP054928.1,,3,7187,2020-06-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/364/315/GCA_013364315.1_ASM1336431v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/364/315/GCF_013364315.1_ASM1336431v1
Streptomyces mobaraensis,Bacteria;Terrabacteria group;Actinobacteria,DSM 40587,SAMN21037215,PRJNA758832,GCA_020099395.1,Complete,"7,66806","73,0966",chromosome:NZ_CP083590.1/CP083590.1; plasmid pDSM40587:NZ_CP083591.1/CP083591.1,,2,6427,2021-09-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/099/395/GCA_020099395.1_ASM2009939v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/099/395/GCF_020099395.1_ASM2009939v1
Streptomyces murinus,Bacteria;Terrabacteria group;Actinobacteria,Am1,SAMN17132230,PRJNA650019,GCA_016467295.1,Complete,"8,53926","71,8",chromosome:NZ_CP066774.1/CP066774.1,,1,7345,2021-01-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/467/295/GCA_016467295.1_ASM1646729v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/467/295/GCF_016467295.1_ASM1646729v1
Streptomyces nigra,Bacteria;Terrabacteria group;Actinobacteria,452,SAMN08957528,PRJNA451055,GCA_003074055.1,Complete,"7,64103","71,9",chromosome:NZ_CP029043.1/CP029043.1,,1,6710,2018-04-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/074/055/GCA_003074055.1_ASM307405v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/074/055/GCF_003074055.1_ASM307405v1
Streptomyces nitrosporeus,Bacteria;Terrabacteria group;Actinobacteria,ATCC 12769,SAMN07709090,PRJNA412292,GCA_008704555.1,Complete,"7,58156","72,2",chromosome:NZ_CP023702.1/CP023702.1,,1,6427,2019-09-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/704/555/GCA_008704555.1_ASM870455v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/704/555/GCF_008704555.1_ASM870455v1
Streptomyces nodosus,Bacteria;Terrabacteria group;Actinobacteria,ZJB2016050,SAMN18147080,PRJNA706878,GCA_017352335.1,Complete,"7,62108","70,9",chromosome:NZ_CP071465.1/CP071465.1,,1,6419,2021-03-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/352/335/GCA_017352335.1_ASM1735233v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/352/335/GCF_017352335.1_ASM1735233v1
Streptomyces nojiriensis,Bacteria;Terrabacteria group;Actinobacteria,JCM 3382,SAMN18042962,PRJNA704480,GCA_017639205.1,Complete,"9,02292",72,chromosome:NZ_CP071139.1/CP071139.1,,1,7906,2021-03-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/639/205/GCA_017639205.1_ASM1763920v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/639/205/GCF_017639205.1_ASM1763920v1
Streptomyces olivaceus,Bacteria;Terrabacteria group;Actinobacteria,SCSIO T05,SAMN12624129,PRJNA561678,GCA_015244315.1,Complete,"8,45805","72,5",chromosome:NZ_CP043317.1/CP043317.1,,1,7043,2020-11-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/244/315/GCA_015244315.1_ASM1524431v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/244/315/GCF_015244315.1_ASM1524431v1
Streptomyces olivoreticuli subsp. olivoreticuli,Bacteria;Terrabacteria group;Actinobacteria,ATCC 31159,SAMN09769444,PRJNA484511,GCA_003391135.1,Complete,"8,80979","71,1",chromosome:NZ_CP031455.1/CP031455.1,,1,7233,2018-08-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/391/135/GCA_003391135.1_ASM339113v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/391/135/GCF_003391135.1_ASM339113v1
Streptomyces paludis,Bacteria;Terrabacteria group;Actinobacteria,GSSD-12,SAMN09699158,PRJNA482168,GCA_003344965.1,Complete,"8,45485","71,2",chromosome:NZ_CP031194.1/CP031194.1,,1,6929,2018-07-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/344/965/GCA_003344965.1_ASM334496v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/344/965/GCF_003344965.1_ASM334496v1
Streptomyces parvulus,Bacteria;Terrabacteria group;Actinobacteria,2297,SAMN04924834,PRJNA320204,GCA_001660045.1,Complete,"7,76653","72,7285",chromosome:NZ_CP015866.1/CP015866.1; plasmid pSPA1:NZ_CP015867.1/CP015867.1,,2,6800,2016-06-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/660/045/GCA_001660045.1_ASM166004v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/660/045/GCF_001660045.1_ASM166004v1
